STUDENT_ID,SUBJECT_ID
2019381529,GEC0103-G13
2019381529,APCH3501-00
2019381529,GEC0103-G11
2019381529,PM1016-01
2019381529,VID3009-00
2019381529,CE351-01
2019381529,VID2011-01
2019381529,NE202-00
2019381529,GED1467-G00
2019381529,CPE101-04
2019381529,RU2101-00
2019381529,BIO103-02
2011296452,GED1240-G01
2011296452,GEC2001-G36
2011296452,ID2003-01
2011296452,AMTH1002-03
2011296452,GEE1343-G00
2011296452,AE202-00
2011296452,CHE232-02
2011296452,PM3022-19
2011296452,GEC2001-G01
2011296452,EE211-04
2011296452,GED1306-G00
2011296452,CPE101-05
2011296452,NE361-00
2011296452,AMTH1002-07
2011296452,AE101-00
2011296452,FD109-01
2015945379,SM208-01
2015945379,JP211-00
2015945379,CSE301-02
2015945379,SPACE212-00
2015945379,IS3513-01
2015945379,CE474-00
2015945379,GEC1403-G32
2015945379,FSB351-02
2017409116,CSE308-00
2017409116,EE368-04
2017409116,IS1002-00
2017409116,APHY1002-09
2017409116,GEE1667-G00
2017409116,CHE232-02
2017409116,GED1957-G02
2017409116,ENV485-00
2017409116,ELC464-00
2017409116,APHY4403-00
2017409116,GEC1403-G12
2017409116,APHY1002-24
2017409116,RTG106-00
2017409116,GEC1102-G11
2017409116,CE475-00
2017409116,GED1909-G00
2017409116,GEC1104-G34
2017409116,JP111-00
2017409116,ESP438-00
2017409116,GED1432-G00
2012300078,CDG0267-00
2012300078,OMB401-00
2012300078,IS4401-00
2012300078,IE207-00
2012300078,APHY1002-02
2012300078,LA420-00
2012300078,AMTH1009-02
2012300078,FR2011-01
2012300078,GEC2001-G01
2012300078,CPE401-11
2012300078,SC305-01
2012300078,GEC1102-G22
2012086195,TK203-02
2012086195,GEC1104-G30
2012086195,ELC103-01
2012086195,GEC1104-G34
2012086195,FR1011-01
2012086195,TK301-01
2012086195,FT4077-00
2012086195,AE352-00
2012086195,GED1539-G00
2012086195,CPE104-01
2021558670,AMTH1009-00
2021558670,IE320-00
2021558670,GEC1101-G01
2021558670,CPE301-02
2021558670,PE205-01
2017093566,ME351-01
2017093566,AMTH1009-19
2017093566,GEC1105-G01
2017093566,GEC1102-G19
2017093566,GEE1958-G01
2017093566,GEC0103-G06
2017093566,CPE301-15
2017093566,IS4401-00
2017093566,GEC0103-G02
2017093566,IE324-01
2017093566,IE214-00
2017093566,GED1609-G00
2017093566,APHY1000-04
2017093566,GEB1102-G02
2017093566,APHY1002-06
2017093566,APHY2102-00
2017093566,IE207-01
2017093566,CSE428-00
2013672939,SPACE424-00
2013672939,ME321-02
2013672939,GEC1403-G22
2013672939,GEC1104-G37
2013672939,CA4001-00
2013672939,ESP207-00
2013672939,CSE302-03
2013672939,SM420-00
2013672939,APHY2100-00
2013672939,CHE431-04
2013672939,BIO101-01
2013672939,ME351-01
2013672939,JP374-00
2013672939,NE203-00
2013672939,IE301-01
2013672939,FSB361-00
2013672939,GED1542-G00
2013672939,BIO101-02
2013672939,GED1104-G00
2013672939,OMB319-00
2021005448,EDU3343-G00
2021005448,AR211-03
2021005448,AMTH4010-00
2021005448,CSE201-01
2015027208,GEC1104-G06
2015027208,PM3018-00
2015027208,ME380-01
2015027208,APHY1002-21
2015027208,CPE201-12
2015027208,BME412-04
2015027208,GED1235-G00
2015027208,ELC205-01
2015027208,GEE1330-G02
2015027208,APCH1121-02
2015027208,GEC1102-G31
2015027208,CHI107-01
2015027208,GEC1105-G37
2015027208,ME371-01
2015027208,APHY1002-07
2015027208,ELC464-00
2016493167,SC101-01
2016493167,GEC1105-G30
2016493167,APCH2201-01
2016493167,ESP431-00
2016493167,GEC1102-G51
2016493167,CE275-02
2016493167,CHE477-00
2016493167,ESP309-02
2016493167,SM327-03
2016493167,HBT202-00
2015078327,GEC1102-G36
2015078327,GEE1642-G00
2015078327,GEN403-00
2015078327,APHY3600-00
2015078327,CHE132-02
2015078327,GEC2001-G04
2015078327,SM424-00
2015078327,APHY2105-00
2015078327,AMTH1002-17
2015078327,AMTH1005-01
2015078327,AMTH1009-17
2015078327,BME412-06
2015078327,GEC1105-G04
2015078327,APHY1002-17
2017518650,FR1013-01
2017518650,EDU3345-G00
2017518650,GEC1102-G39
2017518650,TK207-02
2017518650,GEC2001-G11
2017518650,JP251-00
2017518650,CPE201-01
2017518650,BME412-04
2017518650,AMIE396-03
2017518650,GED1908-G00
2017518650,ME431-01
2017518650,DC303-01
2017518650,CHE232-02
2017518650,DC304-00
2017518650,GEC2001-G07
2017518650,EE202-03
2017518650,CHI103-01
2017518650,IS2004-01
2017518650,GEC2001-G24
2017518650,GEC1104-G02
2014817358,AR211-01
2014817358,CHI415-00
2014817358,FT3076-00
2014817358,CPE401-07
2014817358,SM208-01
2014817358,APCH4204-00
2014817358,TK306-01
2014817358,IE214-00
2014817358,ELC251-00
2014817358,GE4001-00
2021791350,VID2007-00
2021791350,GED1989-G00
2021791350,AMIE396-04
2021791350,AR455-00
2021791350,PAM320-00
2012411415,ME371-02
2012411415,CDG3253-00
2012411415,APCH3607-00
2012411415,CA1007-00
2012411415,JP213-00
2012411415,GEC1102-G26
2012411415,APHY3201-00
2012411415,ME231-03
2012411415,AMTH3029-00
2012411415,FT2075-00
2012411415,KO2501-00
2012411415,ME479-04
2012411415,GED1628-G00
2012411415,GEB1102-G05
2012411415,CSE305-01
2012411415,FT3077-00
2012411415,PM1016-00
2012411415,SC101-01
2021631828,IS2301-00
2021631828,GED1947-G00
2021631828,GEC1102-G12
2021631828,ELC343-00
2015589575,VID2008-01
2015589575,FT4074-00
2015589575,SPACE411-00
2015589575,BME211-00
2015589575,GED1544-G00
2015589575,GEC2001-G04
2015589575,AR511-01
2015589575,LA205-00
2015589575,CPE201-14
2015589575,APCH1131-02
2015589575,IS3002-00
2015589575,GEC1105-G48
2018492079,CPE401-15
2018492079,IE324-01
2018492079,GED1301-G00
2018492079,GED1908-G00
2018492079,GEC1102-G06
2018492079,IE419-00
2018492079,GEC1105-G34
2018492079,IS2204-00
2018492079,AR311-03
2018492079,PM1019-07
2018492079,FD101-03
2018492079,CSE406-00
2015462427,FD110-02
2015462427,CPE301-06
2015462427,AE271-00
2015462427,FR1013-01
2015462427,ME231-03
2015462427,HBT325-00
2015462427,CPE101-00
2015462427,BIO103-02
2015462427,GEC1403-G36
2015462427,CHI420-00
2021735707,FSB471-00
2021735707,APCH1101-06
2021735707,GEC0103-G05
2021735707,AR111-05
2021735707,ID4016-00
2021735707,GEC1403-G38
2017493378,CHE232-04
2017493378,EE422-00
2017493378,GEE1345-G01
2017493378,NE202-00
2017493378,ELC205-01
2017493378,FT2011-00
2017493378,AMIE201-00
2017493378,CHE231-02
2017493378,FT2023-00
2017493378,GE402-00
2017493378,SWCON253-01
2017493378,GED1517-G00
2017493378,TK314-00
2017493378,EDU3131-G00
2017493378,GEC1105-G38
2017493378,PE301-01
2019179016,CPE201-11
2019179016,CPE401-14
2019179016,APHY1002-17
2019179016,EE211-00
2019179016,DC304-01
2019179016,DC403-00
2019179016,ME231-03
2019179016,CHE232-01
2019179016,PM4025-13
2019179016,APHY1002-12
2013428830,PM1018-00
2013428830,CSE203-02
2013428830,EE422-00
2013428830,FR3034-00
2013428830,EE364-00
2013428830,CPE104-03
2013428830,GEC1105-G31
2013428830,FR4024-00
2021697157,PE201-01
2021697157,ME211-02
2021697157,CSE204-03
2021697157,GED1957-G00
2014812636,GED1541-G00
2014812636,CSE302-02
2014812636,RU1103-02
2014812636,AMIE261-00
2014812636,IS3002-01
2014812636,AMIE220-01
2014812636,CHI417-00
2014812636,CE273-00
2014812636,CPE201-05
2014812636,GEC1102-G54
2014812636,EE207-00
2014812636,PE301-01
2019349984,GEC1102-G35
2019349984,AMTH2006-00
2019349984,GEN301-01
2019349984,FR3011-00
2019349984,CDG0268-00
2019349984,SWCON253-00
2019349984,GEC1102-G37
2019349984,SM331-00
2019349984,SPACE212-00
2019349984,AMTH1009-08
2019349984,AE351-01
2019349984,FT4077-00
2019349984,GED1466-G00
2019349984,APCH1101-00
2019349984,SM312-00
2018174211,CPE101-08
2018174211,CHE453-01
2018174211,IS4102-00
2018174211,IE306-00
2018174211,ME275-02
2018174211,AMTH1004-11
2018174211,PE308-01
2018174211,SPACE424-00
2018174211,GEC1105-G01
2018174211,CHE477-00
2018174211,DC205-01
2018174211,ME231-04
2011003578,SWCON367-00
2011003578,GEN308-00
2011003578,GED1504-G00
2011003578,GEC1105-G35
2011003578,AMTH4017-00
2011003578,GED1621-G00
2011003578,CHI107-00
2011003578,AMIE220-02
2011003578,GED1945-G00
2011003578,PM1019-09
2011003578,PAM332-00
2011003578,IE400-00
2021083760,BME204-00
2021083760,AMIE394-03
2021083760,GED1801-G00
2021083760,GEC1102-G44
2021083760,CE378-02
2021083760,GEN203-02
2013692324,GED1541-G00
2013692324,RU3202-00
2013692324,AR311-04
2013692324,GEC1102-G19
2013692324,ID4015-00
2013692324,GED1959-G01
2013692324,AMTH1002-09
2013692324,PM2018-00
2013692324,TC211-00
2013692324,GEC1102-G32
2013692324,JP211-02
2013692324,CSE103-01
2013692324,CSE203-03
2013692324,GEC1403-G25
2013692324,GEC2001-G30
2018657797,ME371-02
2018657797,CHI103-02
2018657797,GED1957-G01
2018657797,BME403-00
2018657797,IS2001-01
2018657797,EE368-01
2018657797,CPE301-02
2018657797,PM4025-05
2018657797,ME305-02
2018657797,CPE101-10
2018657797,GEC1102-G33
2018657797,GEC1102-G26
2018657797,GEC1105-G06
2018657797,APHY1002-07
2018657797,GEC2001-G07
2018657797,BME409-00
2011786560,SPACE412-00
2011786560,DC201-00
2011786560,SWCON221-00
2011786560,ELC104-01
2011786560,GEC2001-G29
2011786560,GEC1105-G03
2011786560,IPE108-00
2011786560,BME406-00
2011786560,GEB1202-G04
2011786560,CPE401-16
2011786560,PM4025-12
2011786560,ESP438-00
2011786560,VID3003-00
2011786560,GED1362-G00
2011786560,ME205-02
2011786560,IE324-01
2011786560,CHI420-00
2011786560,BME211-00
2011786560,AE231-00
2011786560,TC209-00
2011786560,EE321-01
2011786560,AR511-02
2011786560,PM4025-00
2011786560,EE341-00
2019357006,APCH1121-04
2019357006,AMIE321-00
2019357006,ME314-01
2019357006,GED1358-G00
2019357006,CDG0265-00
2019357006,CE473-00
2019357006,GED1104-G00
2019357006,BME403-00
2019357006,CPE301-16
2019357006,GEC1105-G30
2019357006,GEC1105-G32
2019357006,AMTH1009-13
2021317624,GEC1104-G00
2021317624,GED1208-G00
2021317624,SC404-02
2021317624,GEB1102-G04
2021317624,IS4102-00
2021490007,CPE201-04
2021490007,IS2001-01
2021490007,APCH4501-00
2021490007,IE411-00
2018856228,CPE401-14
2018856228,CE377-01
2018856228,ESP431-00
2018856228,GED1959-G00
2018856228,CA2012-00
2018856228,CPE301-14
2018856228,NE311-00
2018856228,EE497-13
2018856228,GEC1102-G13
2018856228,GEC1105-G20
2018856228,FR4015-00
2018856228,CE351-01
2018856228,CHI211-00
2018856228,AR111-02
2018856228,APHY1002-14
2014368097,KO2201-00
2014368097,TK102-01
2014368097,SPACE301-00
2014368097,EE497-03
2014368097,GEC2001-G03
2014368097,GEC1403-G05
2014368097,CSE201-02
2014368097,ELC411-00
2014368097,FD101-00
2014368097,IS4404-00
2014368097,APHY1000-07
2014368097,GEB1201-G00
2014368097,AMTH1009-08
2014368097,AR211-02
2014368097,SPACE212-00
2021018488,IS2503-00
2021018488,GED1960-G01
2021018488,ME231-01
2021018488,SPACE301-00
2021018488,BME415-00
2021018488,EE206-03
2012234111,VID4022-00
2012234111,GEC2001-G28
2012234111,AMTH1002-07
2012234111,CPE301-04
2012234111,CPE401-07
2012234111,SM424-00
2012234111,CHI209-00
2012234111,PE211-01
2012234111,GEC1403-G16
2012234111,PAM401-00
2012234111,GEB1202-G00
2012234111,GEC2001-G39
2021752137,EE422-00
2021752137,APCH1121-07
2021752137,DC402-00
2021752137,CE202-01
2021752137,GED1539-G00
2014744261,EE422-00
2014744261,LA204-00
2014744261,DC205-01
2014744261,BME305-00
2014744261,ESP105-00
2014744261,GEC1403-G10
2014744261,PE107-02
2014744261,IS3516-00
2014744261,EDU3184-G01
2014744261,GEC1105-G22
2013249947,VID3028-01
2013249947,AMIE271-00
2013249947,GEC1403-G02
2013249947,GEC1102-G29
2013249947,AMIE396-02
2013249947,CHI103-00
2013249947,APCH3403-00
2013249947,APCH1101-06
2013249947,BME412-07
2013249947,VID2002-00
2013249947,ME205-03
2013249947,ME479-02
2017079589,APCH1101-06
2017079589,GEE1345-G01
2017079589,ME231-03
2017079589,ID4017-00
2017079589,GEC1105-G33
2017079589,APCH1121-04
2017079589,ME251-01
2017079589,SC410-00
2017079589,APHY2100-00
2017079589,CSE223-00
2017079589,FR2013-01
2017079589,GED1656-G00
2017079589,GEC1403-G31
2017079589,AR351-00
2017079589,AMTH1002-11
2017079589,EE201-04
2017079589,FR1013-00
2017079589,FT3075-00
2017079589,ENV171-02
2017079589,GEB1202-G04
2017079589,TC209-00
2017079589,FD103-02
2017079589,CHI105-00
2017079589,SC312-00
2015335923,IS4403-00
2015335923,PM3027-01
2015335923,PM1019-07
2015335923,GEC1105-G00
2015335923,GEC1105-G33
2015335923,JP374-00
2015335923,ESP105-01
2015335923,CPE401-09
2015335923,GEC1105-G04
2015335923,APHY4400-00
2015335923,EE463-00
2015335923,TC324-00
2015335923,CHE431-02
2015335923,GED1929-G00
2015335923,TK105-00
2015335923,AR511-04
2015335923,CSE438-00
2015335923,GEC1105-G24
2015335923,APHY1002-26
2012265918,ME231-02
2012265918,APCH1121-03
2012265918,SC201-01
2012265918,TC313-01
2012265918,CPE301-07
2012265918,EDU3101-G00
2012265918,GED1666-G00
